"name";"cst";"SAO";"coord";"wds_name";"last";"obs";"pa";"sep";"m1";"m2";"d_mag";"orb"
"";"Cyg";"32380";"20 13 41 +53 07 30";"STF 2658 AD";"2015";"9";284;30.9;7.19;12.90;5.71;""
"";"Cyg";"32380";"20 13 41 +53 07 29";"STF 2658 BC";"2012";"27";208;65.5;9.38;10.33;0.95;""
"";"Cyg";"32380";"20 13 41 +53 07 29";"STF 2658 BF";"2015";"4";157;17.7;9.38;14.60;5.22;""
"HD 192911";"Cyg";"49388";"20 15 40 +43 38 60";"STF 2659 AB,C";"2019";"41";311;2.7;8.61;10.82;2.21;""
"";"Cyg";"49388";"20 15 40 +43 38 60";"STF 2659 AB,D";"2019";"27";251;20.5;8.61;9.83;1.22;""
"";"Cyg";"49388";"20 15 40 +43 38 60";"STF 2659 AB,G";"2016";"3";265;13.8;8.61;"";"";""
"";"Cyg";"49388";"20 15 40 +43 38 60";"STF 2659 AB,H";"2016";"2";254;12.1;8.61;"";"";""
"HD 192618";"Dra";"18756";"20 11 55 +64 30 32";"STF 2660";"2015";"28";166;22.3;8.71;9.32;0.61;""
"HD 193330";"Aql";"144303";"20 19 53 -02 14 51";"STF 2661";"2016";"38";341;24.4;7.87;9.19;1.32;""
"HD 193162";"Del";"105943";"20 18 33 +10 59 32";"STF 2662";"2018";"26";42;2.0;8.69;10.30;1.61;""
"HD 193063";"Cyg";"69749";"20 16 49 +39 41 50";"STF 2663 AB";"2018";"41";322;5.4;8.20;8.66;0.46;""
"HD 193392";"Del";"105967";"20 19 38 +13 00 17";"STF 2664";"2019";"55";322;27.8;8.07;8.34;0.27;""
"HD 193349";"Del";"105957";"20 19 21 +14 22 15";"STF 2665 A,BC";"2020";"34";12;3.3;6.88;9.55;2.67;""
"HD 193322";"Cyg";"49438";"20 18 07 +40 43 56";"STF 2666 AB";"2023";"90";245;2.9;5.96;8.24;2.28;""
"";"Cyg";"49438";"20 18 07 +40 43 56";"STF 2666 AC";"2006";"13";207;34.0;5.96;10.70;4.74;""
"";"Cyg";"49438";"20 18 06 +40 43 25";"STF 2666 CD";"2018";"13";142;24.1;10.70;11.00;0.30;""
"HD 193267";"Cyg";"49431";"20 17 30 +45 38 16";"STF 2667";"2020";"40";224;8.0;8.66;9.00;0.34;""
"HD 193702";"Cyg";"69856";"20 20 15 +39 24 12";"STF 2668 AB,C";"2023";"69";280;3.7;6.34;8.49;2.15;""
"HD 239381";"Cyg";"32475";"20 19 24 +56 07 18";"STF 2669 AB";"2018";"28";259;23.4;9.28;9.91;0.63;""
"HD 355469";"Del";"106029";"20 22 12 +16 22 49";"STF 2670 AB";"2019";"42";153;30.0;8.99;9.19;0.20;""
"";"Del";"106030";"20 22 13 +16 22 23";"STF 2670 BC";"2019";"29";77;15.9;9.19;10.60;1.41;""
"HD 193592";"Cyg";"32455";"20 18 25 +55 23 50";"STF 2671 AB";"2023";"122";338;3.9;6.01;7.51;1.50;""
"";"Cyg";"32455";"20 18 25 +55 23 50";"STF 2671 AC";"2003";"4";53;87.2;6.01;12.40;6.39;""
"";"Cyg";"";"20 18 33 +55 24 41";"STF 2671 CD";"2015";"7";138;5.3;12.40;13.30;0.90;""
"HD 193817";"Vul";"88567";"20 21 36 +23 45 51";"STF 2672";"2023";"101";356;0.7;9.34;9.60;0.26;"Y"
"HD 193967";"Del";"106038";"20 22 44 +13 20 25";"STF 2673 AB";"2020";"48";326;2.3;8.29;9.75;1.46;""
"";"Del";"106038";"20 22 44 +13 20 25";"STF 2673 AC";"2016";"32";100;76.5;8.29;8.60;0.31;""
"";"Del";"106040";"20 22 49 +13 20 12";"STF 2674 CD";"2016";"32";1;15.0;8.60;11.43;2.83;""
"Kap Cep";"Cep";"9665";"20 08 53 +77 42 41";"STF 2675 AB";"2021";"88";121;7.3;4.39;8.34;3.95;""
"";"Cep";"9665";"20 08 53 +77 42 41";"STF 2675 AC";"2004";"10";334;170.2;4.39;10.32;5.93;""
"HD 194111";"Vul";"88608";"20 22 51 +27 07 54";"STF 2676 AB";"2016";"26";170;3.0;8.26;9.98;1.72;""
"NSV13064";"Aql";"125769";"20 24 38 +01 04 06";"STF 2677 AB";"2015";"21";30;31.2;6.13;10.83;4.70;""
"";"Aql";"125769";"20 24 38 +01 04 06";"STF 2677 AC";"2015";"5";13;16.2;6.15;13.10;6.95;""
"HD 194425";"Aql";"144413";"20 25 50 -08 18 10";"STF 2678";"2016";"33";310;3.4;9.85;10.22;0.37;""
"HD 194318";"Del";"106068";"20 24 23 +19 34 30";"STF 2679 AB";"2019";"51";77;24.7;7.88;9.69;1.81;""
"";"Del";"106068";"20 24 23 +19 34 30";"STF 2679 AC";"2017";"17";150;38.6;7.88;11.56;3.68;""
"HD 194382";"Del";"106078";"20 24 49 +14 52 05";"STF 2680";"2020";"56";288;16.2;9.20;9.48;0.28;""
"HD 194354";"Cyg";"32516";"20 22 50 +53 25 03";"STF 2681 AB";"2021";"25";39;6.8;7.97;10.61;2.64;""
"";"Cyg";"32516";"20 22 50 +53 25 03";"STF 2681 AC";"2015";"31";199;38.2;7.97;8.89;0.92;""
"";"Cyg";"32516";"20 22 50 +53 25 03";"STF 2681 AD";"2015";"15";166;42.0;7.97;11.80;3.83;""
"";"Cyg";"32515";"20 22 48 +53 24 26";"STF 2681 CD";"2015";"22";101;23.3;8.89;11.80;2.91;""
"HD 194596";"Vul";"88666";"20 25 41 +25 21 02";"STF 2682";"2015";"24";298;22.0;8.34;10.17;1.83;""
"HD 194847";"Cap";"163606";"20 28 24 -13 09 23";"STF 2683";"2018";"27";67;22.8;8.52;8.88;0.36;""
"HD 194613";"Dra";"18839";"20 22 54 +64 10 58";"STF 2685";"2018";"21";347;4.2;9.23;9.95;0.72;""
"HD 195234";"Del";"106159";"20 29 44 +10 17 58";"STF 2686";"2014";"25";278;25.8;9.36;10.80;1.44;""
"HD 195066";"Cyg";"32590";"20 26 23 +56 38 19";"STF 2687";"2023";"53";118;26.7;6.37;8.31;1.94;""
"";"Del";"106189";"20 30 48 +13 47 02";"STF 2688";"2019";"37";175;7.9;9.35;10.41;1.06;""
"HD 195483";"Del";"106195";"20 31 12 +11 15 34";"STF 2690 A,BC";"2020";"161";255;17.8;7.12;7.39;0.27;""
"HD 195406";"Cyg";"70107";"20 29 43 +38 07 32";"STF 2691";"2023";"48";31;16.6;8.14;8.45;0.31;""
"HD 195532";"Vul";"88789";"20 31 02 +26 28 60";"STF 2692 AB";"2023";"12";165;10.3;8.75;12.10;3.35;""
"";"Vul";"88789";"20 31 02 +26 28 60";"STF 2692 AC";"2023";"26";301;25.8;8.75;9.59;0.84;""
"HD 195372";"Cyg";"32613";"20 28 24 +54 30 05";"STF 2693";"2016";"30";12;13.7;8.17;9.23;1.06;""
"HD 194375";"Dra";"3364";"20 14 26 +80 31 54";"STF 2694";"2021";"20";344;4.3;6.85;9.58;2.73;""
"HD 195692";"Vul";"88808";"20 31 58 +25 48 18";"STF 2695";"2023";"147";264;0.3;6.58;8.75;2.17;"Y"
"HD 195823";"Del";"125945";"20 33 32 +05 26 32";"STF 2696 AB";"2020";"95";296;0.5;7.93;8.71;0.78;""
"";"Del";"125945";"20 33 32 +05 26 32";"STF 2696 AC";"2014";"8";348;13.7;7.93;13.74;5.81;""
"HD 195945";"Aql";"";"20 34 23 -00 28 44";"STF 2697";"2015";"18";358;29.8;7.82;10.07;2.25;""
"HD 196021";"Vul";"";"20 33 46 +28 07 34";"STF 2698";"2020";"59";305;4.5;8.66;9.09;0.43;""
"HD 196310";"Cap";"163730";"20 36 55 -12 44 13";"STF 2699 AB";"2017";"48";196;9.2;8.03;9.22;1.19;""
"";"Cap";"163730";"20 36 55 -12 44 13";"STF 2699 AC";"2015";"8";169;37.2;8.03;13.64;5.61;""
"";"Cap";"163730";"20 36 55 -12 44 13";"STF 2699 AD";"2015";"8";157;57.0;8.03;14.27;6.24;""
"HD 196197";"Cyg";"70220";"20 34 45 +32 30 21";"STF 2700";"2019";"56";284;24.1;6.99;8.75;1.76;""
"HD 196423";"Del";"106305";"20 36 59 +12 02 55";"STF 2701";"2021";"94";221;2.1;8.32;8.59;0.27;""
"HD 196344";"Cyg";"70241";"20 35 35 +35 10 11";"STF 2702";"2018";"53";208;3.1;8.70;8.99;0.29;""
"HD 196411";"Del";"106302";"20 36 49 +14 43 42";"STF 2703 AB";"2019";"98";290;25.1;8.35;8.42;0.07;""
"";"Del";"106302";"20 36 49 +14 43 42";"STF 2703 AC";"2016";"66";234;77.8;8.35;8.76;0.41;""
"";"Del";"106302";"20 36 49 +14 43 42";"STF 2703 AD";"2016";"11";347;84.7;8.35;12.78;4.43;""
"";"Del";"106301";"20 36 48 +14 43 51";"STF 2703 BC";"2016";"75";215;67.0;8.42;8.76;0.34;""
"Bet Del";"Del";"106316";"20 37 33 +14 35 43";"STF 2704 AB,D";"2014";"60";317;47.8;3.68;11.40;7.72;""
"HD 196673";"Cyg";"70300";"20 37 44 +33 21 59";"STF 2705 AB";"2019";"77";264;3.1;7.48;8.54;1.06;""
"";"Cyg";"70300";"20 37 44 +33 21 59";"STF 2705 AC";"2015";"9";341;183.4;7.48;12.59;5.11;""
"";"Cyg";"70300";"20 37 44 +33 21 59";"STF 2705 AD";"2015";"4";3;54.5;7.48;12.93;5.45;""
"";"Cyg";"70300";"20 37 44 +33 21 59";"STF 2705 AE";"2015";"7";42;74.2;7.48;12.42;4.94;""
"HD 197042";"Aqr";"144699";"20 41 11 -01 04 50";"STF 2706 AB";"2020";"20";37;11.1;8.68;10.78;2.10;""
"";"Aqr";"144699";"20 41 11 -01 04 50";"STF 2706 AC";"2003";"9";318;189.6;8.68;9.75;1.07;""
"HD 196808";"Cyg";"49879";"20 37 51 +47 56 42";"STF 2707 AB";"2015";"34";29;21.8;7.94;9.45;1.51;""
"";"Cyg";"49879";"20 37 51 +47 56 42";"STF 2707 AC";"2015";"35";195;55.3;7.94;8.62;0.68;""
"HD 196850";"Cyg";"70321";"20 38 40 +38 38 06";"STF 2708 AB";"2018";"133";323;57.9;6.83;8.67;1.84;""
"";"Cyg";"70321";"20 38 40 +38 38 06";"STF 2708 AC";"2015";"8";336;40.6;6.83;13.70;6.87;""
"";"Cyg";"70321";"20 38 40 +38 38 06";"STF 2708 AD";"2015";"16";231;115.6;6.83;11.26;4.43;""
"HD 196882";"Vul";"88967";"20 39 34 +21 43 17";"STF 2709";"2021";"36";296;10.1;8.84;10.54;1.70;""
"HD 196909";"Vul";"88971";"20 39 39 +21 41 22";"STF 2710";"2020";"15";163;19.0;8.27;10.10;1.83;""
"HD 196954";"Cyg";"70331";"20 39 35 +30 30 15";"STF 2711";"2021";"39";223;2.3;8.17;9.24;1.07;""
"HD 197078";"Del";"106375";"20 40 55 +10 34 29";"STF 2713";"2020";"39";62;5.1;9.80;9.80;0.00;""
"HD 334935";"Cyg";"88989";"20 40 16 +29 46 49";"STF 2714";"2015";"20";338;6.8;8.97;12.50;3.53;""
"HD 197179";"Del";"106390";"20 41 46 +12 31 07";"STF 2715";"2016";"32";2;12.4;7.80;10.22;2.42;""
"49 Cyg";"Cyg";"70362";"20 41 03 +32 18 26";"STF 2716 AB";"2023";"106";46;2.8;5.75;8.10;2.35;""
"";"Cyg";"70362";"20 41 03 +32 18 26";"STF 2716 AC";"2015";"8";93;67.1;5.75;12.08;6.33;""
"HD 196988";"Cyg";"18958";"20 37 48 +60 45 22";"STF 2717 AB";"2016";"29";259;2.1;7.34;9.46;2.12;""
"";"Cyg";"18958";"20 37 48 +60 45 22";"STF 2717 AC";"2015";"14";52;40.8;7.34;10.43;3.09;""
"HD 197312";"Del";"106409";"20 42 33 +12 43 42";"STF 2718 AB";"2020";"85";87;8.5;8.28;8.39;0.11;""
"";"Del";"106409";"20 42 33 +12 43 42";"STF 2718 AC";"2015";"20";346;167.2;8.28;9.02;0.74;""
"";"Del";"106410";"20 42 34 +12 43 42";"STF 2718 BC";"2015";"16";346;167.3;8.39;9.02;0.63;""
"";"Cyg";"49926";"20 40 43 +43 21 00";"STF 2719";"2016";"17";142;14.2;9.18;11.02;1.84;""
"HD 197474";"Del";"106426";"20 43 28 +16 56 42";"STF 2720";"2020";"59";178;3.9;9.22;9.56;0.34;""
"HD 197473";"Del";"106427";"20 43 30 +19 52 52";"STF 2721";"2020";"29";21;2.6;7.80;9.90;2.10;""
"HD 197518";"Del";"106430";"20 43 39 +19 43 41";"STF 2722";"2020";"49";306;7.5;8.32;8.94;0.62;""
"HD 197684";"Del";"106443";"20 44 55 +12 18 46";"STF 2723 AB";"2021";"185";140;1.0;7.01;8.30;1.29;"Y"
"HD 347352";"Vul";"89071";"20 44 28 +23 56 00";"STF 2724";"2021";"48";150;2.5;8.97;9.00;0.03;""
"OR Del";"Del";"106466";"20 46 13 +15 54 26";"STF 2725 AB";"2022";"288";13;6.2;7.54;8.20;0.66;"Y"
"52 Cyg";"Cyg";"70467";"20 45 40 +30 43 11";"STF 2726";"2021";"74";74;5.8;4.33;9.50;5.17;""
"Gam2 Del";"Del";"106477";"20 46 40 +16 07 27";"STF 2727 AB";"2022";"546";266;8.8;4.36;5.03;0.67;"Y"
"HD 198238";"Vul";"89142";"20 48 15 +26 23 41";"STF 2728 AB";"2021";"31";25;10.7;7.92;10.38;2.46;""
"";"Vul";"89142";"20 48 15 +26 23 41";"STF 2728 AC";"2015";"10";213;19.4;7.92;13.60;5.68;""
"4 Aqr";"Aqr";"144877";"20 51 26 -05 37 36";"STF 2729 AB";"2023";"358";36;0.7;6.40;7.43;1.03;"Y"
"";"Aqr";"144877";"20 51 26 -05 37 36";"STF 2729 AC";"2002";"5";311;74.3;6.40;13.30;6.90;""
"";"Aqr";"144877";"20 51 26 -05 37 36";"STF 2729 AD";"2012";"18";324;137.3;6.40;9.66;3.26;""
"HD 198569";"Del";"126289";"20 51 04 +06 23 14";"STF 2730";"2019";"69";333;3.3;8.43;8.57;0.14;""
"HD 198436";"Cyg";"70541";"20 49 01 +39 47 30";"STF 2731 AB";"2021";"26";86;4.1;7.65;9.59;1.94;""
"HD 198513";"Cyg";"32908";"20 48 43 +51 54 37";"STF 2732";"2021";"47";72;4.2;6.38;8.63;2.25;""
"HD 198812";"Del";"126322";"20 52 43 +07 19 48";"STF 2733";"2015";"44";145;40.2;8.39;8.58;0.19;""
"";"Del";"106630";"20 54 04 +13 06 15";"STF 2734";"2015";"54";227;24.4;9.39;9.82;0.43;""
"HD 199223";"Del";"126373";"20 55 41 +04 31 58";"STF 2735";"2020";"134";281;2.0;6.45;7.54;1.09;""
"HD 199427";"Del";"106684";"20 56 44 +12 59 34";"STF 2736";"2018";"51";219;5.3;8.34;9.36;1.02;""
"";"Equ";"126428";"20 59 05 +04 17 38";"STF 2737 AB";"2023";"517";109;0.1;5.96;6.31;0.35;"Y"
"Eps Equ";"Equ";"126428";"20 59 05 +04 17 38";"STF 2737 AB,C";"2023";"308";67;10.6;5.30;7.05;1.75;""
"";"Equ";"126428";"20 59 05 +04 17 38";"STF 2737 AD";"2013";"4";293;69.3;5.96;13.10;7.14;""
"";"Equ";"126428";"20 59 04 +04 17 37";"STF 2737 BC";"2019";"19";66;10.6;6.31;7.05;0.74;""
"HD 199722";"Del";"106719";"20 58 32 +16 26 12";"STF 2738 AB";"2016";"65";254;15.0;7.51;8.57;1.06;""
"";"Del";"106719";"20 58 32 +16 26 12";"STF 2738 AC";"2016";"24";104;209.4;7.51;8.14;0.63;""
"";"Del";"";"20 58 31 +16 26 08";"STF 2738 BC";"2016";"21";102;222.7;8.57;8.14;0.43;""
"HD 199940";"Vul";"106739";"20 59 48 +20 04 09";"STF 2739";"2020";"39";253;3.3;9.17;9.69;0.52;""
"HD 199849";"Cep";"19115";"20 56 51 +61 33 39";"STF 2740 AB";"2016";"23";331;4.1;8.29;10.08;1.79;""
"HD 199955";"Cyg";"33034";"20 58 30 +50 27 42";"STF 2741 AB";"2023";"156";25;2.1;5.94;6.79;0.85;""
"";"Cyg";"33034";"20 58 30 +50 27 42";"STF 2741 AC";"2003";"5";355;138.6;5.94;11.77;5.83;""
"Lam Equ";"Equ";"126482";"21 02 13 +07 10 47";"STF 2742";"2021";"194";213;3.0;7.41;7.64;0.23;""
"59 Cyg";"Cyg";"50335";"20 59 50 +47 31 15";"STF 2743 AB";"2012";"33";353;21.0;4.74;9.43;4.69;""
"";"Cyg";"50335";"20 59 50 +47 31 15";"STF 2743 AC";"2012";"18";140;26.5;4.74;11.62;6.88;""
"";"Cyg";"50335";"20 59 50 +47 31 15";"STF 2743 AD";"2012";"5";222;39.3;4.74;11.20;6.46;""
"";"Cyg";"50335";"20 59 50 +47 31 15";"STF 2743 AE";"2003";"5";59;70.6;4.74;12.02;7.28;""
"HD 200375";"Aqr";"126491";"21 03 03 +01 31 56";"STF 2744 AB";"2020";"382";107;1.2;6.76;7.33;0.57;"Y"
"";"Aqr";"126491";"21 03 03 +01 31 56";"STF 2744 AC";"2000";"3";99;97.8;6.76;12.90;6.14;""
"";"Aqr";"126491";"21 03 03 +01 31 56";"STF 2744 AD";"2011";"3";300;73.9;6.76;14.30;7.54;""
"12 Aqr";"Aqr";"145065";"21 04 05 -05 49 23";"STF 2745 AB";"2021";"127";198;2.4;5.80;7.50;1.70;""
"HD 200370";"Cyg";"70808";"21 01 50 +39 15 38";"STF 2746";"2023";"138";323;1.3;7.92;8.71;0.79;""
"HD 200466";"Cyg";"70816";"21 02 22 +37 39 14";"STF 2747";"2022";"83";267;4.7;8.45;8.66;0.21;""
"";"Equ";"126523";"21 04 45 +03 32 02";"STF 2749 A,BC";"2021";"102";182;3.0;8.06;9.36;1.30;""
"";"Equ";"126523";"21 04 45 +03 32 02";"STF 2749 AC";"2021";"15";174;3.5;8.06;9.36;1.30;""
"HD 200757";"Del";"106823";"21 05 02 +12 43 20";"STF 2750 A,BC";"2016";"45";280;16.0;8.96;10.40;1.44;""
"HD 200614";"Cep";"33078";"21 02 09 +56 40 11";"STF 2751";"2021";"173";356;1.6;6.23;6.89;0.66;""
"HD 200968";"Aqr";"164147";"21 07 10 -13 55 22";"STF 2752 AB";"2021";"36";187;3.5;7.29;9.99;2.70;"Y"
"HD 200842";"Cyg";"70876";"21 04 58 +35 25 46";"STF 2753";"2015";"23";335;29.3;7.38;10.74;3.36;""
"";"Del";"106833";"21 06 12 +13 10 57";"STF 2754 AB";"2014";"37";298;29.7;9.16;10.60;1.44;""
"";"Del";"106833";"21 06 12 +13 10 57";"STF 2754 AC";"2014";"8";225;151.0;9.16;12.95;3.79;""
"HD 201098";"Aqr";"";"21 07 33 -00 09 50";"STF 2755";"2019";"34";79;25.4;6.88;9.86;2.98;""
"";"Vul";"89461";"21 06 29 +26 55 05";"STF 2756 AB";"2023";"12";49;11.8;10.20;12.30;2.10;""
"";"Vul";"89461";"21 06 29 +26 55 05";"STF 2756 AC";"2023";"8";288;75.0;9.24;6.25;2.99;""
"HD 200943";"Cyg";"33110";"21 04 35 +52 23 59";"STF 2757";"2016";"29";264;1.9;7.82;9.24;1.42;""
"61 Cyg";"Cyg";"70919";"21 06 54 +38 44 58";"STF 2758 AB";"2024";"1814";154;32.1;5.35;6.10;0.75;"Y"
"";"Cyg";"70919";"21 06 54 +38 44 58";"STF 2758 AC";"2016";"7";219;839.8;5.35;10.23;4.88;""
"";"Cyg";"164143";"21 06 54 +38 44 58";"STF 2758 AD";"2016";"5";250;748.0;5.35;10.45;5.10;""
"";"Cyg";"70919";"21 06 54 +38 44 58";"STF 2758 AE";"2016";"13";267;340.8;5.35;9.63;4.28;""
"";"Cyg";"70919";"21 06 54 +38 44 58";"STF 2758 AF";"2016";"11";240;371.2;5.35;11.30;5.95;""
"";"Cyg";"70919";"21 06 54 +38 44 58";"STF 2758 AG";"2016";"15";236;260.4;5.35;11.30;5.95;""
"";"Cyg";"70919";"21 06 54 +38 44 58";"STF 2758 AH";"2023";"36";260;143.3;5.35;9.97;4.62;""
"";"Cyg";"";"21 06 55 +38 44 32";"STF 2758 BC";"2016";"7";221;827.6;6.10;10.03;3.93;""
"HD 201093";"Cyg";"70915";"21 06 28 +32 27 12";"STF 2759";"2015";"52";334;19.0;8.72;10.06;1.34;""
"61 Cyg";"Cyg";"70925";"21 06 47 +34 07 56";"STF 2760 AB";"2020";"242";33;5.6;7.90;8.74;0.84;""
"";"Cyg";"70925";"21 06 47 +34 07 56";"STF 2760 AC";"2016";"20";150;57.4;7.90;11.85;3.95;""
"HD 201214";"Vul";"89470";"21 07 29 +24 28 30";"STF 2761";"2020";"46";111;5.6;9.29;9.76;0.47;""
"V389 Cyg";"Cyg";"70968";"21 08 39 +30 12 20";"STF 2762 AB";"2023";"117";303;3.3;5.70;8.10;2.40;""
"";"Cyg";"70968";"21 08 39 +30 12 20";"STF 2762 AC";"2021";"19";229;59.0;5.70;10.22;4.52;""
"";"Cyg";"70968";"21 08 39 +30 12 20";"STF 2762 AD";"2002";"7";66;73.1;5.70;11.40;5.70;""
"HD 201479";"Peg";"106879";"21 09 27 +17 20 40";"STF 2763 AB";"2016";"37";293;17.1;9.91;10.88;0.97;""
"";"Peg";"";"21 09 26 +17 20 46";"STF 2763 BC";"2014";"10";227;30.2;10.88;12.80;1.92;""
"HD 201267";"Cep";"19188";"21 05 32 +62 09 32";"STF 2764 A,BC";"2024";"47";296;7.1;8.32;9.31;0.99;""
"HD 201686";"Equ";"126601";"21 10 59 +09 32 58";"STF 2765 AB";"2018";"89";82;2.9;8.47;8.50;0.03;""
"";"Equ";"126601";"21 10 59 +09 32 58";"STF 2765 AC";"2015";"4";167;44.2;8.47;14.20;5.73;""
"HD 201430";"Cep";"33147";"21 07 00 +58 59 45";"STF 2766";"2024";"48";248;4.4;8.79;9.11;0.32;""
"";"Peg";"50535";"21 10 30 +19 57 36";"STF 2767 Aa,Ab";"2015";"2";37;0.3;8.19;"";"";""
"HD 201672";"Peg";"106894";"21 10 30 +19 57 36";"STF 2767 AB";"2022";"97";28;2.5;8.19;8.47;0.28;""
"HD 201780";"Aqr";"145191";"21 11 59 -05 48 49";"STF 2768";"2016";"25";194;7.7;7.78;10.51;2.73;""
"HD 201670";"Vul";"89505";"21 10 32 +22 27 17";"STF 2769 AB";"2020";"109";301;18.1;6.65;7.42;0.77;""
"HD 201719";"Aqr";"145185";"21 11 36 -03 07 13";"STF 2770";"2021";"27";246;7.6;7.64;10.84;3.20;""
"";"Cep";"9949";"21 04 29 +70 45 50";"STF 2771";"2019";"40";33;2.7;9.53;9.61;0.08;""
"";"Cyg";"50520";"21 09 55 +44 21 31";"STF 2772";"2016";"17";224;12.4;9.51;10.93;1.42;""
"HD 201749";"Cyg";"50529";"21 10 14 +43 59 52";"STF 2773 AB";"2019";"49";112;3.3;8.46;9.09;0.63;""
"";"Cyg";"50529";"21 10 14 +43 59 52";"STF 2773 AC";"2015";"7";64;20.3;8.46;13.30;4.84;""
"";"Cyg";"50529";"21 10 14 +43 59 52";"STF 2773 AD";"2015";"4";262;29.4;8.46;14.20;5.74;""
"";"Cyg";"50529";"21 10 14 +43 59 52";"STF 2773 AE";"2015";"4";149;52.2;8.46;13.30;4.84;""
"";"Cyg";"";"21 10 16 +43 59 07";"STF 2773 EF";"2015";"4";41;10.7;13.30;13.41;0.11;""
"HD 202002";"Vul";"89526";"21 12 30 +26 18 46";"STF 2774 AB";"2015";"11";335;27.6;8.55;12.16;3.61;""
"";"Aqr";"";"21 14 41 -00 49 55";"STF 2775 AB,C";"2014";"31";178;21.3;7.46;10.37;2.91;""
"";"Aqr";"";"21 14 41 -00 49 55";"STF 2775 AB,D";"2014";"10";200;170.3;7.46;11.07;3.61;""
"";"Aqr";"";"21 14 37 -00 52 35";"STF 2775 DE";"2015";"14";125;74.5;11.07;11.50;0.43;""
"HD 202332";"Aqr";"164257";"21 15 24 -10 20 52";"STF 2776 AB";"2016";"23";52;83.5;8.27;9.92;1.65;""
"";"Aqr";"164261";"21 15 28 -10 20 02";"STF 2776 BC";"2016";"22";338;5.9;9.92;10.90;0.98;""
"Del Equ";"Equ";"126643";"21 14 29 +10 00 25";"STF 2777 AB,C";"2016";"91";6;76.5;4.54;10.17;5.63;""
"HD 202405";"Aqr";"145245";"21 15 39 -01 14 10";"STF 2778 AB";"2015";"24";284;18.4;8.71;10.90;2.19;""
"";"Aqr";"145245";"21 15 39 -01 14 10";"STF 2778 AC";"2015";"7";264;69.0;8.71;12.53;3.82;""
"";"Cyg";"89553";"21 14 26 +29 05 08";"STF 2779 AB";"2018";"77";164;15.1;9.74;9.83;0.09;""
"";"Cyg";"89553";"21 14 26 +29 05 08";"STF 2779 AC";"2015";"9";71;67.7;9.74;13.20;3.46;""
"NSV13598";"Cep";"33210";"21 11 48 +59 59 12";"STF 2780 AB";"2019";"127";211;1.0;6.09;6.77;0.68;""
"";"Cep";"33210";"21 11 48 +59 59 12";"STF 2780 AC";"2017";"18";211;118.8;6.09;8.90;2.81;""
"HD 202533";"Aqr";"145258";"21 16 43 -07 39 18";"STF 2781 AB";"2019";"79";171;2.7;8.69;8.87;0.18;""
"HD 202519";"Cep";"33251";"21 14 05 +58 17 50";"STF 2783";"2022";"96";349;0.7;7.71;8.07;0.36;"Y"
"HD 202506";"Cep";"9983";"21 11 09 +74 03 31";"STF 2784";"2015";"26";345;14.3;9.09;10.84;1.75;""
"HD 202879";"Cyg";"71170";"21 17 37 +39 44 46";"STF 2785";"2021";"31";234;2.9;7.94;9.94;2.00;""
"HD 203067";"Equ";"126707";"21 19 39 +09 31 30";"STF 2786";"2020";"98";189;2.8;7.49;8.20;0.71;""
"HD 203383";"Aqr";"126730";"21 21 48 +02 01 38";"STF 2787 AB";"2014";"37";20;22.6;7.49;8.64;1.15;""
"";"Aqr";"126730";"21 21 48 +02 01 38";"STF 2787 AC";"2015";"12";94;70.4;7.49;11.41;3.92;""
"";"Cep";"19282";"21 15 49 +67 21 14";"STF 2788";"2016";"17";352;8.1;8.73;10.40;1.67;""
"HD 203380";"Cyg";"33334";"21 19 59 +52 58 44";"STF 2789 AB";"2023";"120";114;7.1;7.71;7.87;0.16;"Y"
"";"Cyg";"33334";"21 19 59 +52 58 44";"STF 2789 AC";"2015";"8";171;133.1;7.71;12.53;4.82;""
"V381 Cep";"Cep";"33318";"21 19 16 +58 37 25";"STF 2790 AB";"2015";"31";45;4.6;5.85;9.27;3.42;""
"";"Cep";"33318";"21 19 16 +58 37 25";"STF 2790 AC";"2015";"4";183;15.8;5.85;15.20;9.35;""
"";"Cep";"33318";"21 19 16 +58 37 25";"STF 2790 AD";"2015";"11";352;74.8;5.85;10.07;4.22;""
"HD 203701";"Equ";"126763";"21 23 44 +04 21 54";"STF 2791";"2019";"54";103;2.9;8.92;9.28;0.36;""
"";"Cyg";"89664";"21 23 05 +28 57 18";"STF 2792 AB";"2018";"26";331;7.4;9.19;10.63;1.44;""
"";"Cyg";"89664";"21 23 05 +28 57 18";"STF 2792 AC";"2015";"8";161;22.8;9.17;12.90;3.73;""
"HD 203943";"Equ";"126783";"21 25 06 +09 23 03";"STF 2793 AB,C";"2014";"59";241;26.4;7.44;8.98;1.54;""
"HD 198914";"Cep";"3488";"20 50 43 +85 52 05";"STF 2794";"2015";"16";90;17.7;8.54;10.88;2.34;""
"HD 203695";"Cep";"19345";"21 21 20 +60 41 58";"STF 2795";"2016";"26";302;1.8;9.31;9.66;0.35;""
"HD 203516";"Cep";"10010";"21 15 36 +78 35 54";"STF 2796";"2018";"49";42;26.7;7.43;9.56;2.13;""
"KP Peg";"Peg";"107139";"21 26 41 +13 41 18";"STF 2797";"2021";"95";217;3.5;7.37;8.83;1.46;""
"HD 204130";"Cep";"19376";"21 23 36 +64 55 38";"STF 2798";"2016";"23";143;6.4;8.36;9.93;1.57;""
