name,x,y,z,mag
T 435,0.94509771,0.32625000,0.01874209,7.0
T 436,0.94507422,0.32628768,-0.01926301,6.5
T 437,0.94275412,0.32579457,0.07122196,6.5
T 438,0.75390990,0.26153430,0.60267708,6.0
T 439,0.78703970,0.27303556,0.55319084,6.5
T 440,0.93837236,0.32500270,0.11760336,7.0
T 441,0.36158819,0.12647834,0.92371923,4.5
T 442,0.74752147,0.25911537,-0.61161335,7.0
T 443,0.69616011,0.24317524,0.67544570,7.5
T 444,0.90185567,0.31550854,0.29514526,7.5
T 445,0.47749069,0.16822296,0.86238256,3.0
T 446,0.67626397,0.23580185,-0.69790009,7.5
T 447,0.75147255,0.26251389,-0.60528957,7.0
T 448,0.94047809,0.33001209,0.08119718,7.5
T 449,0.85477034,0.30112829,-0.42271672,7.0
T 450,0.93226085,0.32898774,-0.15052164,6.0
T 451,0.93179179,0.32896820,-0.15344051,3.0
T 452,0.80326481,0.28327762,-0.52394602,6.5
T 453,0.70470067,0.24999648,-0.66400205,7.0
T 454,0.79488156,0.28297667,-0.53673784,7.0
T 455,0.69051268,0.24777319,0.67955918,6.0
T 456,0.78086253,0.28045742,0.55820906,7.0
T 457,0.89170046,0.32244314,0.31764871,5.5
T 458,0.69768744,0.25101196,-0.67098825,5.0
T 459,0.88674135,0.32112054,0.33252275,7.5
T 460,0.90735731,0.32789834,-0.26303114,5.0
T 461,0.66313806,0.23897569,-0.70932259,6.5
T 462,0.58936936,0.21442700,0.77888691,8.0
T 463,0.89072951,0.32395196,0.31883548,6.5
T 464,0.66704681,0.24332429,0.70416038,5.5
T 465,0.93944585,0.34220859,-0.01829691,6.5
T 466,0.80186437,0.29461003,0.51982542,6.5
T 467,0.91191884,0.33504277,-0.23696067,6.0
T 468,0.58963309,0.21853433,0.77754457,6.5
T 469,0.32620483,0.12186434,0.93741106,6.5
T 470,0.93475859,0.34566531,0.08210888,7.0
T 471,0.89888182,0.33465034,0.28287916,7.0
T 472,0.92931595,0.34665572,0.12728579,7.0
T 473,0.92920506,0.34696859,0.12724288,8.0
T 474,0.64575147,0.24340584,0.72371170,5.5
T 475,0.85076739,0.32022198,0.41671660,7.0
T 476,0.92956512,0.35000519,0.11578015,6.5
T 477,0.32922827,0.12526024,0.93590524,7.5
T 478,0.52733091,0.19750180,-0.82638681,7.5
T 479,0.35362918,0.13461422,0.92564864,7.0
T 480,0.89061959,0.33803202,0.30418925,6.5
T 481,0.79644496,0.30336217,0.52311263,8.0
T 482,0.67323862,0.25486436,-0.69411377,3.0
T 483,0.92986554,0.35519818,0.09583496,5.0
T 484,0.86447042,0.33013806,-0.37907751,6.0
T 485,0.83746325,0.32066550,-0.44252563,6.0
T 486,0.81790145,0.31523507,0.48131493,7.5
T 487,0.83221287,0.32151118,-0.45172149,6.5
T 488,0.90180772,0.34977119,0.25377737,4.0
T 489,0.91698387,0.35708995,0.17784081,7.0
T 490,0.48508948,0.19052965,0.85345571,5.5
T 491,0.80100899,0.31429829,-0.50951073,7.0
