CROSS_NORTH - Compare several catalogs.
14) Warning: OA 724 is ALONE (nearest PPM star at 108.7 arcsec).
15) Warning: OA 899 is ALONE (nearest PPM star at 464.3 arcsec).
16) Warning: OA 1011 is ALONE (nearest PPM star at 608.6 arcsec).
17) Warning: OA 1012 is ALONE (nearest PPM star at 605.4 arcsec).
18) Warning: OA 1133 is ALONE (nearest PPM star at 292.2 arcsec).
19) Warning: OA 1275 is ALONE (nearest PPM star at 1235.7 arcsec).
20) Warning: OA 1288 is ALONE (nearest PPM star at 142.4 arcsec).
21) Warning: OA 1305 is ALONE (nearest PPM star at 601.2 arcsec).
22) Warning: OA 1317 is ALONE (nearest PPM star at 196.3 arcsec).
23) Warning: OA 1318 is ALONE (nearest PPM star at 197.4 arcsec).
24) Warning: OA 1342 is ALONE (nearest PPM star at 1154.0 arcsec).
25) Warning: OA 1587 is ALONE (nearest PPM star at 416.1 arcsec).
26) Warning: OA 1619 is ALONE (nearest PPM star at 109.6 arcsec).
27) Warning: OA 1625 is ALONE (nearest PPM star at 351.2 arcsec).
28) Warning: OA 1655 is ALONE (nearest PPM star at 723.8 arcsec).
29) Warning: OA 1665 is ALONE (nearest PPM star at 280.8 arcsec).
30) Warning: OA 1677 is ALONE (nearest PPM star at 143.5 arcsec).
31) Warning: OA 1695 is ALONE (nearest PPM star at 198.2 arcsec).
32) Warning: OA 1698 is ALONE (nearest PPM star at 515.5 arcsec).
33) Warning: OA 1752 is ALONE (nearest PPM star at 132.0 arcsec).
34) Warning: OA 1794 is ALONE (nearest PPM star at 370.5 arcsec).
35) Warning: OA 1819 is ALONE (nearest PPM star at 119.0 arcsec).
36) Warning: OA 1822 is ALONE (nearest PPM star at 762.3 arcsec).
37) Warning: OA 1878 is ALONE (nearest PPM star at 512.4 arcsec).
38) Warning: OA 1879 is ALONE (nearest PPM star at 109.4 arcsec).
39) Warning: OA 1973 is ALONE (nearest PPM star at 106.3 arcsec).
40) Warning: OA 2051 is ALONE (nearest PPM star at 119.7 arcsec).
41) Warning: OA 2186 is ALONE (nearest PPM star at 104.7 arcsec).
42) Warning: OA 2202 is ALONE (nearest PPM star at 903.0 arcsec).
43) Warning: OA 2218 is ALONE (nearest PPM star at 77.0 arcsec).
44) Warning: OA 2258 is ALONE (nearest PPM star at 298.2 arcsec).
45) Warning: OA 2282 is ALONE (nearest PPM star at 553.1 arcsec).
46) Warning: OA 2288 is ALONE (nearest PPM star at 296.5 arcsec).
47) Warning: OA 2297 is ALONE (nearest PPM star at 408.0 arcsec).
48) Warning: OA 2315 is ALONE (nearest PPM star at 286.1 arcsec).
49) Warning: OA 2377 is ALONE (nearest PPM star at 294.8 arcsec).
50) Warning: OA 2426 is ALONE (nearest PPM star at 181.4 arcsec).
51) Warning: OA 2460 is ALONE (nearest PPM star at 965.8 arcsec).
52) Warning: OA 2565 is ALONE (nearest PPM star at 429.5 arcsec).
53) Warning: OA 2571 is ALONE (nearest PPM star at 336.4 arcsec).
54) Warning: OA 2596 is ALONE (nearest PPM star at 369.9 arcsec).
55) Warning: OA 2635 is ALONE (nearest PPM star at 343.1 arcsec).
56) Warning: OA 2636 is ALONE (nearest PPM star at 81.8 arcsec).
57) Warning: OA 2640 is ALONE (nearest PPM star at 147.8 arcsec).
58) Warning: OA 2660 is ALONE (nearest PPM star at 1108.4 arcsec).
59) Warning: OA 2663 is ALONE (nearest PPM star at 988.7 arcsec).
60) Warning: OA 2793 is ALONE (nearest PPM star at 946.2 arcsec).
61) Warning: OA 2900 is ALONE (nearest PPM star at 645.6 arcsec).
62) Warning: OA 2923 is ALONE (nearest PPM star at 816.7 arcsec).
63) Warning: OA 2946 is ALONE (nearest PPM star at 60.5 arcsec).
64) Warning: OA 2981 is ALONE (nearest PPM star at 472.1 arcsec).
65) Warning: OA 3014 is ALONE (nearest PPM star at 143.8 arcsec).
66) Warning: OA 3081 is ALONE (nearest PPM star at 790.7 arcsec).
67) Warning: OA 3082 is ALONE (nearest PPM star at 793.5 arcsec).
68) Warning: OA 3190 is ALONE (nearest PPM star at 288.2 arcsec).
69) Warning: OA 3385 is ALONE (nearest PPM star at 699.8 arcsec).
70) Warning: OA 3393 is ALONE (nearest PPM star at 720.9 arcsec).
71) Warning: OA 3405 is ALONE (nearest PPM star at 143.7 arcsec).
72) Warning: OA 3418 is ALONE (nearest PPM star at 1256.5 arcsec).
73) Warning: OA 3454 is ALONE (nearest PPM star at 578.1 arcsec).
74) Warning: OA 3458 is ALONE (nearest PPM star at 1198.4 arcsec).
75) Warning: OA 3481 is ALONE (nearest PPM star at 141.1 arcsec).
76) Warning: OA 3606 is ALONE (nearest PPM star at 422.5 arcsec).
77) Warning: OA 3611 is ALONE (nearest PPM star at 367.8 arcsec).
78) Warning: OA 3636 is ALONE (nearest PPM star at 493.1 arcsec).
79) Warning: OA 3649 is ALONE (nearest PPM star at 439.3 arcsec).
80) Warning: OA 3669 is ALONE (nearest PPM star at 623.3 arcsec).
81) Warning: OA 3670 is ALONE (nearest PPM star at 456.5 arcsec).
82) Warning: OA 3688 is ALONE (nearest PPM star at 689.1 arcsec).
83) Warning: OA 3711 is ALONE (nearest PPM star at 92.1 arcsec).
84) Warning: OA 3724 is ALONE (nearest PPM star at 139.8 arcsec).
85) Warning: OA 3733 is ALONE (nearest PPM star at 555.7 arcsec).
86) Warning: OA 3791 is ALONE (nearest PPM star at 609.5 arcsec).
87) Warning: OA 3822 is ALONE (nearest PPM star at 1603.6 arcsec).
88) Warning: OA 3906 is ALONE (nearest PPM star at 377.0 arcsec).
89) Warning: OA 3910 is ALONE (nearest PPM star at 140.0 arcsec).
90) Warning: OA 4001 is ALONE (nearest PPM star at 144.3 arcsec).
91) Warning: OA 4219 is ALONE (nearest PPM star at 167.3 arcsec).
92) Warning: OA 4220 is ALONE (nearest PPM star at 166.8 arcsec).
93) Warning: OA 4301 is ALONE (nearest PPM star at 669.5 arcsec).
94) Warning: OA 4315 is ALONE (nearest PPM star at 515.1 arcsec).
95) Warning: OA 4316 is ALONE (nearest PPM star at 514.8 arcsec).
96) Warning: OA 4465 is ALONE (nearest PPM star at 498.7 arcsec).
97) Warning: OA 4575 is ALONE (nearest PPM star at 362.0 arcsec).
98) Warning: OA 4608 is ALONE (nearest PPM star at 639.6 arcsec).
99) Warning: OA 4623 is ALONE (nearest PPM star at 415.6 arcsec).
100) Warning: OA 4632 is ALONE (nearest PPM star at 1111.9 arcsec).
101) Warning: OA 4674 is ALONE (nearest PPM star at 306.3 arcsec).
102) Warning: OA 4728 is ALONE (nearest PPM star at 1225.0 arcsec).
103) Warning: OA 4729 is ALONE (nearest PPM star at 1224.8 arcsec).
104) Warning: OA 4730 is ALONE (nearest PPM star at 1224.2 arcsec).
105) Warning: OA 4773 is ALONE (nearest PPM star at 723.3 arcsec).
106) Warning: OA 4831 is ALONE (nearest PPM star at 1282.9 arcsec).
107) Warning: OA 4861 is ALONE (nearest PPM star at 497.9 arcsec).
108) Warning: OA 5001 is ALONE (nearest PPM star at 244.8 arcsec).
109) Warning: OA 5002 is ALONE (nearest PPM star at 245.7 arcsec).
110) Warning: OA 5036 is ALONE (nearest PPM star at 787.3 arcsec).
111) Warning: OA 5037 is ALONE (nearest PPM star at 786.6 arcsec).
112) Warning: OA 5074 is ALONE (nearest PPM star at 606.8 arcsec).
113) Warning: OA 5146 is ALONE (nearest PPM star at 62.0 arcsec).
114) Warning: OA 5150 is ALONE (nearest PPM star at 364.0 arcsec).
115) Warning: OA 5365 is ALONE (nearest PPM star at 435.6 arcsec).
116) Warning: OA 5370 is ALONE (nearest PPM star at 67.4 arcsec).
117) Warning: OA 5380 is ALONE (nearest PPM star at 493.5 arcsec).
118) Warning: OA 5400 is ALONE (nearest PPM star at 258.9 arcsec).
119) Warning: OA 5596 is ALONE (nearest PPM star at 86.3 arcsec).
120) Warning: OA 5605 is ALONE (nearest PPM star at 486.5 arcsec).
121) Warning: OA 5607 is ALONE (nearest PPM star at 485.7 arcsec).
122) Warning: OA 5874 is ALONE (nearest PPM star at 891.8 arcsec).
123) Warning: OA 5885 is ALONE (nearest PPM star at 392.9 arcsec).
124) Warning: OA 5905 is ALONE (nearest PPM star at 533.1 arcsec).
125) Warning: OA 5906 is ALONE (nearest PPM star at 99.1 arcsec).
126) Warning: OA 5947 is ALONE (nearest PPM star at 1377.9 arcsec).
127) Warning: OA 5949 is ALONE (nearest PPM star at 1186.0 arcsec).
128) Warning: OA 5990 is ALONE (nearest PPM star at 326.6 arcsec).
129) Warning: OA 6096 is ALONE (nearest PPM star at 63.9 arcsec).
130) Warning: OA 6136 is ALONE (nearest PPM star at 557.9 arcsec).
131) Warning: OA 6161 is ALONE (nearest PPM star at 1270.2 arcsec).
132) Warning: OA 6181 is ALONE (nearest PPM star at 386.4 arcsec).
133) Warning: OA 6257 is ALONE (nearest PPM star at 359.4 arcsec).
134) Warning: OA 6334 is ALONE (nearest PPM star at 144.2 arcsec).
135) Warning: OA 6406 is ALONE (nearest PPM star at 148.6 arcsec).
136) Warning: OA 6603 is ALONE (nearest PPM star at 226.9 arcsec).
137) Warning: OA 6611 is ALONE (nearest PPM star at 350.0 arcsec).
138) Warning: OA 6628 is ALONE (nearest PPM star at 899.9 arcsec).
139) Warning: OA 6640 is ALONE (nearest PPM star at 141.3 arcsec).
140) Warning: OA 6727 is ALONE (nearest PPM star at 512.8 arcsec).
141) Warning: OA 6728 is ALONE (nearest PPM star at 505.4 arcsec).
142) Warning: OA 6729 is ALONE (nearest PPM star at 504.0 arcsec).
143) Warning: OA 6732 is ALONE (nearest PPM star at 780.0 arcsec).
144) Warning: OA 6952 is ALONE (nearest PPM star at 285.9 arcsec).
145) Warning: OA 7086 is ALONE (nearest PPM star at 195.8 arcsec).
146) Warning: OA 7087 is ALONE (nearest PPM star at 198.7 arcsec).
147) Warning: OA 7140 is ALONE (nearest PPM star at 97.4 arcsec).
148) Warning: OA 7213 is ALONE (nearest PPM star at 526.3 arcsec).
149) Warning: OA 7370 is ALONE (nearest PPM star at 648.0 arcsec).
150) Warning: OA 7413 is ALONE (nearest PPM star at 335.2 arcsec).
151) Warning: OA 7474 is ALONE (nearest PPM star at 139.8 arcsec).
152) Warning: OA 7480 is ALONE (nearest PPM star at 866.7 arcsec).
153) Warning: OA 7519 is ALONE (nearest PPM star at 275.9 arcsec).
154) Warning: OA 7520 is ALONE (nearest PPM star at 280.9 arcsec).
155) Warning: OA 7667 is ALONE (nearest PPM star at 124.7 arcsec).
156) Warning: OA 7688 is ALONE (nearest PPM star at 1068.3 arcsec).
157) Warning: OA 7833 is ALONE (nearest PPM star at 992.6 arcsec).
158) Warning: OA 7865 is ALONE (nearest PPM star at 591.3 arcsec).
159) Warning: OA 7866 is ALONE (nearest PPM star at 593.8 arcsec).
160) Warning: OA 7867 is ALONE (nearest PPM star at 260.7 arcsec).
161) Warning: OA 7868 is ALONE (nearest PPM star at 263.5 arcsec).
162) Warning: OA 7933 is ALONE (nearest PPM star at 1235.4 arcsec).
163) Warning: OA 7936 is ALONE (nearest PPM star at 281.0 arcsec).
164) Warning: OA 7943 is ALONE (nearest PPM star at 265.7 arcsec).
165) Warning: OA 8031 is ALONE (nearest PPM star at 139.3 arcsec).
166) Warning: OA 8128 is ALONE (nearest PPM star at 415.7 arcsec).
167) Warning: OA 8131 is ALONE (nearest PPM star at 283.5 arcsec).
168) Warning: OA 8145 is ALONE (nearest PPM star at 258.8 arcsec).
169) Warning: OA 8295 is ALONE (nearest PPM star at 1609.9 arcsec).
170) Warning: OA 8300 is ALONE (nearest PPM star at 304.5 arcsec).
171) Warning: OA 8323 is ALONE (nearest PPM star at 407.8 arcsec).
172) Warning: OA 8351 is ALONE (nearest PPM star at 429.6 arcsec).
173) Warning: OA 8352 is ALONE (nearest PPM star at 430.6 arcsec).
174) Warning: OA 8356 is ALONE (nearest PPM star at 709.4 arcsec).
175) Warning: OA 8435 is ALONE (nearest PPM star at 652.5 arcsec).
176) Warning: OA 8436 is ALONE (nearest PPM star at 649.7 arcsec).
177) Warning: OA 8437 is ALONE (nearest PPM star at 1050.3 arcsec).
178) Warning: OA 8455 is ALONE (nearest PPM star at 687.0 arcsec).
179) Warning: OA 8514 is ALONE (nearest PPM star at 141.9 arcsec).
180) Warning: OA 8579 is ALONE (nearest PPM star at 557.5 arcsec).
181) Warning: OA 8671 is ALONE (nearest PPM star at 668.9 arcsec).
182) Warning: OA 8689 is ALONE (nearest PPM star at 1042.1 arcsec).
183) Warning: OA 8801 is ALONE (nearest PPM star at 64.7 arcsec).
184) Warning: OA 8945 is ALONE (nearest PPM star at 1194.2 arcsec).
185) Warning: OA 9104 is ALONE (nearest PPM star at 322.6 arcsec).
186) Warning: OA 9112 is ALONE (nearest PPM star at 875.9 arcsec).
187) Warning: OA 9133 is ALONE (nearest PPM star at 288.6 arcsec).
188) Warning: OA 9186 is ALONE (nearest PPM star at 226.0 arcsec).
189) Warning: OA 9300 is ALONE (nearest PPM star at 501.1 arcsec).
190) Warning: OA 9320 is ALONE (nearest PPM star at 1096.1 arcsec).
191) Warning: OA 9333 is ALONE (nearest PPM star at 702.5 arcsec).
192) Warning: OA 9342 is ALONE (nearest PPM star at 822.5 arcsec).
193) Warning: OA 9538 is ALONE (nearest PPM star at 943.2 arcsec).
194) Warning: OA 9582 is ALONE (nearest PPM star at 1080.4 arcsec).
195) Warning: OA 9592 is ALONE (nearest PPM star at 468.0 arcsec).
196) Warning: OA 9760 is ALONE (nearest PPM star at 1150.3 arcsec).
197) Warning: OA 9825 is ALONE (nearest PPM star at 1209.4 arcsec).
198) Warning: OA 9881 is ALONE (nearest PPM star at 65.8 arcsec).
199) Warning: OA 10129 is ALONE (nearest PPM star at 437.4 arcsec).
200) Warning: OA 10143 is ALONE (nearest PPM star at 278.9 arcsec).
201) Warning: OA 10301 is ALONE (nearest PPM star at 146.1 arcsec).
202) Warning: OA 10302 is ALONE (nearest PPM star at 147.4 arcsec).
203) Warning: OA 10321 is ALONE (nearest PPM star at 2151.9 arcsec).
204) Warning: OA 10358 is ALONE (nearest PPM star at 682.6 arcsec).
205) Warning: OA 10375 is ALONE (nearest PPM star at 316.8 arcsec).
206) Warning: OA 10478 is ALONE (nearest PPM star at 63.2 arcsec).
207) Warning: OA 10485 is ALONE (nearest PPM star at 787.3 arcsec).
208) Warning: OA 10535 is ALONE (nearest PPM star at 424.3 arcsec).
209) Warning: OA 10574 is ALONE (nearest PPM star at 115.7 arcsec).
210) Warning: OA 10607 is ALONE (nearest PPM star at 142.6 arcsec).
211) Warning: OA 10627 is ALONE (nearest PPM star at 374.0 arcsec).
212) Warning: OA 10765 is ALONE (nearest PPM star at 379.3 arcsec).
213) Warning: OA 10771 is ALONE (nearest PPM star at 360.8 arcsec).
214) Warning: OA 10805 is ALONE (nearest PPM star at 355.9 arcsec).
215) Warning: OA 10837 is ALONE (nearest PPM star at 138.7 arcsec).
216) Warning: OA 10921 is ALONE (nearest PPM star at 142.5 arcsec).
217) Warning: OA 10943 is ALONE (nearest PPM star at 495.3 arcsec).
218) Warning: OA 11044 is ALONE (nearest PPM star at 1338.4 arcsec).
219) Warning: OA 11062 is ALONE (nearest PPM star at 1607.4 arcsec).
220) Warning: OA 11092 is ALONE (nearest PPM star at 647.7 arcsec).
221) Warning: OA 11134 is ALONE (nearest PPM star at 131.4 arcsec).
222) Warning: OA 11172 is ALONE (nearest PPM star at 939.7 arcsec).
223) Warning: OA 11221 is ALONE (nearest PPM star at 733.8 arcsec).
224) Warning: OA 11255 is ALONE (nearest PPM star at 537.2 arcsec).
225) Warning: OA 11280 is ALONE (nearest PPM star at 1109.9 arcsec).
226) Warning: OA 11314 is ALONE (nearest PPM star at 298.9 arcsec).
227) Warning: OA 11351 is ALONE (nearest PPM star at 611.4 arcsec).
228) Warning: OA 11416 is ALONE (nearest PPM star at 66.1 arcsec).
229) Warning: OA 11430 is ALONE (nearest PPM star at 140.4 arcsec).
230) Warning: OA 11660 is ALONE (nearest PPM star at 150.1 arcsec).
231) Warning: OA 11846 is ALONE (nearest PPM star at 778.6 arcsec).
232) Warning: OA 11850 is ALONE (nearest PPM star at 541.5 arcsec).
233) Warning: OA 11852 is ALONE (nearest PPM star at 556.4 arcsec).
234) Warning: OA 11873 is ALONE (nearest PPM star at 515.5 arcsec).
235) Warning: OA 11999 is ALONE (nearest PPM star at 650.3 arcsec).
236) Warning: OA 12044 is ALONE (nearest PPM star at 1486.6 arcsec).
237) Warning: OA 12056 is ALONE (nearest PPM star at 158.2 arcsec).
238) Warning: OA 12062 is ALONE (nearest PPM star at 634.6 arcsec).
239) Warning: OA 12064 is ALONE (nearest PPM star at 920.7 arcsec).
240) Warning: OA 12115 is ALONE (nearest PPM star at 1289.7 arcsec).
241) Warning: OA 12116 is ALONE (nearest PPM star at 599.0 arcsec).
242) Warning: OA 12333 is ALONE (nearest PPM star at 1519.3 arcsec).
243) Warning: OA 12334 is ALONE (nearest PPM star at 1519.9 arcsec).
244) Warning: OA 12335 is ALONE (nearest PPM star at 1519.6 arcsec).
245) Warning: OA 12390 is ALONE (nearest PPM star at 634.0 arcsec).
246) Warning: OA 12399 is ALONE (nearest PPM star at 877.4 arcsec).
247) Warning: OA 12511 is ALONE (nearest PPM star at 552.8 arcsec).
248) Warning: OA 12559 is ALONE (nearest PPM star at 96.5 arcsec).
249) Warning: OA 12791 is ALONE (nearest PPM star at 1066.0 arcsec).
250) Warning: OA 12970 is ALONE (nearest PPM star at 801.2 arcsec).
251) Warning: OA 13032 is ALONE (nearest PPM star at 1624.3 arcsec).
252) Warning: OA 13218 is ALONE (nearest PPM star at 701.2 arcsec).
253) Warning: OA 13219 is ALONE (nearest PPM star at 707.6 arcsec).
254) Warning: OA 13244 is ALONE (nearest PPM star at 223.9 arcsec).
255) Warning: OA 13245 is ALONE (nearest PPM star at 224.1 arcsec).
256) Warning: OA 13246 is ALONE (nearest PPM star at 222.0 arcsec).
257) Warning: OA 13461 is ALONE (nearest PPM star at 823.0 arcsec).
258) Warning: OA 13491 is ALONE (nearest PPM star at 61.4 arcsec).
259) Warning: OA 13536 is ALONE (nearest PPM star at 766.2 arcsec).
260) Warning: OA 13562 is ALONE (nearest PPM star at 60.9 arcsec).
261) Warning: OA 13566 is ALONE (nearest PPM star at 641.1 arcsec).
262) Warning: OA 13692 is ALONE (nearest PPM star at 285.6 arcsec).
263) Warning: OA 13740 is ALONE (nearest PPM star at 235.0 arcsec).
264) Warning: OA 13741 is ALONE (nearest PPM star at 238.1 arcsec).
265) Warning: OA 13803 is ALONE (nearest PPM star at 1099.6 arcsec).
266) Warning: OA 13825 is ALONE (nearest PPM star at 350.7 arcsec).
267) Warning: OA 13873 is ALONE (nearest PPM star at 1263.0 arcsec).
268) Warning: OA 13892 is ALONE (nearest PPM star at 709.4 arcsec).
269) Warning: OA 13990 is ALONE (nearest PPM star at 177.7 arcsec).
270) Warning: OA 14030 is ALONE (nearest PPM star at 844.9 arcsec).
271) Warning: OA 14202 is ALONE (nearest PPM star at 1251.4 arcsec).
272) Warning: OA 14290 is ALONE (nearest PPM star at 603.9 arcsec).
273) Warning: OA 14291 is ALONE (nearest PPM star at 607.2 arcsec).
274) Warning: OA 14379 is ALONE (nearest PPM star at 567.8 arcsec).
275) Warning: OA 14418 is ALONE (nearest PPM star at 808.7 arcsec).
276) Warning: OA 14443 is ALONE (nearest PPM star at 79.0 arcsec).
277) Warning: OA 14492 is ALONE (nearest PPM star at 176.8 arcsec).
278) Warning: OA 14518 is ALONE (nearest PPM star at 60.8 arcsec).
279) Warning: OA 14541 is ALONE (nearest PPM star at 61.7 arcsec).
280) Warning: OA 14713 is ALONE (nearest PPM star at 773.4 arcsec).
281) Warning: OA 14740 is ALONE (nearest PPM star at 285.9 arcsec).
282) Warning: OA 14923 is ALONE (nearest PPM star at 64.8 arcsec).
283) Warning: OA 14948 is ALONE (nearest PPM star at 68.7 arcsec).
284) Warning: OA 15010 is ALONE (nearest PPM star at 843.6 arcsec).
285) Warning: OA 15021 is ALONE (nearest PPM star at 278.9 arcsec).
286) Warning: OA 15317 is ALONE (nearest PPM star at 82.3 arcsec).
287) Warning: OA 15425 is ALONE (nearest PPM star at 573.3 arcsec).
288) Warning: OA 15510 is ALONE (nearest PPM star at 78.0 arcsec).
289) Warning: OA 15576 is ALONE (nearest PPM star at 111.8 arcsec).
290) Warning: OA 15609 is ALONE (nearest PPM star at 287.2 arcsec).
291) Warning: OA 15615 is ALONE (nearest PPM star at 1201.5 arcsec).
292) Warning: OA 15622 is ALONE (nearest PPM star at 289.8 arcsec).
293) Warning: OA 15637 is ALONE (nearest PPM star at 281.9 arcsec).
294) Warning: OA 15641 is ALONE (nearest PPM star at 376.5 arcsec).
295) Warning: OA 15645 is ALONE (nearest PPM star at 286.7 arcsec).
296) Warning: OA 15699 is ALONE (nearest PPM star at 299.3 arcsec).
297) Warning: OA 15762 is ALONE (nearest PPM star at 372.5 arcsec).
298) Warning: OA 15808 is ALONE (nearest PPM star at 141.3 arcsec).
299) Warning: OA 15820 is ALONE (nearest PPM star at 960.9 arcsec).
300) Warning: OA 15821 is ALONE (nearest PPM star at 960.4 arcsec).
301) Warning: OA 15914 is ALONE (nearest PPM star at 141.6 arcsec).
302) Warning: OA 16103 is ALONE (nearest PPM star at 290.4 arcsec).
303) Warning: OA 16112 is ALONE (nearest PPM star at 144.5 arcsec).
304) Warning: OA 16135 is ALONE (nearest PPM star at 281.2 arcsec).
305) Warning: OA 16265 is ALONE (nearest PPM star at 500.0 arcsec).
306) Warning: OA 16333 is ALONE (nearest PPM star at 70.8 arcsec).
307) Warning: OA 16336 is ALONE (nearest PPM star at 65.7 arcsec).
308) Warning: OA 16353 is ALONE (nearest PPM star at 817.5 arcsec).
309) Warning: OA 16393 is ALONE (nearest PPM star at 351.6 arcsec).
310) Warning: OA 16405 is ALONE (nearest PPM star at 212.8 arcsec).
311) Warning: OA 16524 is ALONE (nearest PPM star at 383.5 arcsec).
312) Warning: OA 16528 is ALONE (nearest PPM star at 83.9 arcsec).
313) Warning: OA 16579 is ALONE (nearest PPM star at 620.7 arcsec).
314) Warning: OA 16861 is ALONE (nearest PPM star at 879.0 arcsec).
315) Warning: OA 17008 is ALONE (nearest PPM star at 439.9 arcsec).
316) Warning: OA 17043 is ALONE (nearest PPM star at 786.2 arcsec).
317) Warning: OA 17084 is ALONE (nearest PPM star at 596.3 arcsec).
318) Warning: OA 17085 is ALONE (nearest PPM star at 602.6 arcsec).
319) Warning: OA 17128 is ALONE (nearest PPM star at 140.5 arcsec).
320) Warning: OA 17151 is ALONE (nearest PPM star at 177.4 arcsec).
321) Warning: OA 17153 is ALONE (nearest PPM star at 666.6 arcsec).
322) Warning: OA 17347 is ALONE (nearest PPM star at 1340.7 arcsec).
323) Warning: OA 17418 is ALONE (nearest PPM star at 966.2 arcsec).
324) Warning: OA 17436 is ALONE (nearest PPM star at 1589.7 arcsec).
325) Warning: OA 17493 is ALONE (nearest PPM star at 464.8 arcsec).
326) Warning: OA 17593 is ALONE (nearest PPM star at 323.0 arcsec).
327) Warning: OA 17687 is ALONE (nearest PPM star at 271.3 arcsec).
328) Warning: OA 18201 is ALONE (nearest PPM star at 173.5 arcsec).
329) Warning: OA 18243 is ALONE (nearest PPM star at 150.0 arcsec).
330) Warning: OA 18328 is ALONE (nearest PPM star at 145.9 arcsec).
331) Warning: OA 18592 is ALONE (nearest PPM star at 275.6 arcsec).
332) Warning: OA 18604 is ALONE (nearest PPM star at 512.2 arcsec).
333) Warning: OA 18654 is ALONE (nearest PPM star at 491.6 arcsec).
334) Warning: OA 18931 is ALONE (nearest PPM star at 181.0 arcsec).
335) Warning: OA 18983 is ALONE (nearest PPM star at 313.8 arcsec).
336) Warning: OA 19020 is ALONE (nearest PPM star at 82.3 arcsec).
337) Warning: OA 19056 is ALONE (nearest PPM star at 755.5 arcsec).
338) Warning: OA 19069 is ALONE (nearest PPM star at 538.9 arcsec).
339) Warning: OA 19071 is ALONE (nearest PPM star at 537.6 arcsec).
340) Warning: OA 19160 is ALONE (nearest PPM star at 61.0 arcsec).
341) Warning: OA 19170 is ALONE (nearest PPM star at 273.9 arcsec).
342) Warning: OA 19199 is ALONE (nearest PPM star at 368.5 arcsec).
343) Warning: OA 19200 is ALONE (nearest PPM star at 369.6 arcsec).
344) Warning: OA 19282 is ALONE (nearest PPM star at 598.8 arcsec).
345) Warning: OA 19290 is ALONE (nearest PPM star at 438.9 arcsec).
346) Warning: OA 19305 is ALONE (nearest PPM star at 271.5 arcsec).
347) Warning: OA 19364 is ALONE (nearest PPM star at 136.1 arcsec).
348) Warning: OA 19365 is ALONE (nearest PPM star at 148.3 arcsec).
349) Warning: OA 19385 is ALONE (nearest PPM star at 69.4 arcsec).
350) Warning: OA 19506 is ALONE (nearest PPM star at 168.3 arcsec).
351) Warning: OA 19634 is ALONE (nearest PPM star at 254.8 arcsec).
352) Warning: OA 19678 is ALONE (nearest PPM star at 249.7 arcsec).
353) Warning: OA 19705 is ALONE (nearest PPM star at 408.2 arcsec).
354) Warning: OA 19850 is ALONE (nearest PPM star at 589.1 arcsec).
355) Warning: OA 19913 is ALONE (nearest PPM star at 136.8 arcsec).
356) Warning: OA 19938 is ALONE (nearest PPM star at 164.1 arcsec).
357) Warning: OA 20074 is ALONE (nearest PPM star at 235.3 arcsec).
358) Warning: OA 20120 is ALONE (nearest PPM star at 90.5 arcsec).
359) Warning: OA 20126 is ALONE (nearest PPM star at 104.8 arcsec).
360) Warning: OA 20159 is ALONE (nearest PPM star at 462.7 arcsec).
361) Warning: OA 20161 is ALONE (nearest PPM star at 461.1 arcsec).
362) Warning: OA 20165 is ALONE (nearest PPM star at 370.7 arcsec).
363) Warning: OA 20448 is ALONE (nearest PPM star at 497.3 arcsec).
364) Warning: OA 20517 is ALONE (nearest PPM star at 196.0 arcsec).
365) Warning: OA 20727 is ALONE (nearest PPM star at 249.6 arcsec).
366) Warning: OA 20826 is ALONE (nearest PPM star at 249.4 arcsec).
367) Warning: OA 20983 is ALONE (nearest PPM star at 85.1 arcsec).
368) Warning: OA 21048 is ALONE (nearest PPM star at 104.8 arcsec).
369) Warning: OA 21063 is ALONE (nearest PPM star at 161.4 arcsec).
370) Warning: OA 21150 is ALONE (nearest PPM star at 382.1 arcsec).
371) Warning: OA 21169 is ALONE (nearest PPM star at 724.2 arcsec).
372) Warning: OA 21247 is ALONE (nearest PPM star at 125.7 arcsec).
373) Warning: OA 21248 is ALONE (nearest PPM star at 135.6 arcsec).
374) Warning: OA 21249 is ALONE (nearest PPM star at 126.2 arcsec).
375) Warning: OA 21266 is ALONE (nearest PPM star at 412.7 arcsec).
376) Warning: OA 21353 is ALONE (nearest PPM star at 172.0 arcsec).
377) Warning: OA 21412 is ALONE (nearest PPM star at 82.8 arcsec).
378) Warning: OA 21440 is ALONE (nearest PPM star at 723.6 arcsec).
379) Warning: OA 21458 is ALONE (nearest PPM star at 801.2 arcsec).
380) Warning: OA 21460 is ALONE (nearest PPM star at 269.7 arcsec).
381) Warning: OA 21643 is ALONE (nearest PPM star at 411.7 arcsec).
382) Warning: OA 21672 is ALONE (nearest PPM star at 552.7 arcsec).
383) Warning: OA 21698 is ALONE (nearest PPM star at 177.7 arcsec).
384) Warning: OA 21742 is ALONE (nearest PPM star at 146.6 arcsec).
385) Warning: OA 21748 is ALONE (nearest PPM star at 696.4 arcsec).
386) Warning: OA 21825 is ALONE (nearest PPM star at 538.0 arcsec).
387) Warning: OA 21938 is ALONE (nearest PPM star at 179.3 arcsec).
388) Warning: OA 21942 is ALONE (nearest PPM star at 60.5 arcsec).
389) Warning: OA 21946 is ALONE (nearest PPM star at 218.1 arcsec).
